seed,step,n_observations,kernel,acquisition,length_scale,sigma_f,noise,best_observed,grid_best,simple_regret,rmse,mean_sigma
2,10,20,RBF,EI,3.1622776601683795,10.0,0.1,0.46706594558690995,0.39813160278248994,0.06893434280442001,42.97256751416211,3.0953573277024216
2,11,21,RBF,EI,3.1622776601683795,10.0,0.1,0.46706594558690995,0.39813160278248994,0.06893434280442001,42.992337474846416,2.9993657683770705
2,12,22,RBF,EI,3.1622776601683795,10.0,0.1,0.46706594558690995,0.39813160278248994,0.06893434280442001,34.008177716630414,2.8108013503289704
2,13,23,RBF,EI,3.1622776601683795,10.0,0.1,0.46706594558690995,0.39813160278248994,0.06893434280442001,33.98602510840831,2.779224571007575
2,14,24,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,34.04401678118243,2.7559310402569013
2,15,25,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,34.06078351647126,2.7272167555634073
2,16,26,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,34.02445063271215,2.630478087356889
2,17,27,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.608311234345784,2.364893534947482
2,18,28,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.51580274128225,2.3600920650113184
2,19,29,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.47198517703361,2.3461152424361753
2,20,30,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.4963330781177,2.294574733733044
2,21,31,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.462875090044385,2.29217540696398
2,22,32,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.442462246331104,2.2868869775841287
2,23,33,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.436279427391,2.2826659917969776
2,24,34,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.322626688499106,2.126892290100389
2,25,35,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,24.226262726258245,1.979574750490942
2,26,36,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,24.233621856880315,1.8743959533809451
2,27,37,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,24.24077402844081,1.8496185210577822
2,28,38,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,24.243275947588863,1.8486478893373781
2,29,39,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,24.17092053279599,1.8150402010650504
2,30,40,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,24.15921682349084,1.8098401611314694
3,0,10,RBF,EI,3.1622776601683795,10.0,0.1,5.011268230023831,0.39813160278248994,4.613136627241341,27.109571796885962,4.5092424010090095
3,1,11,RBF,EI,3.1622776601683795,10.0,0.1,5.011268230023831,0.39813160278248994,4.613136627241341,26.759493759746146,4.383823688673034
3,2,12,RBF,EI,3.1622776601683795,10.0,0.1,5.011268230023831,0.39813160278248994,4.613136627241341,26.535391677724196,4.108812206037725
3,3,13,RBF,EI,3.1622776601683795,10.0,0.1,5.011268230023831,0.39813160278248994,4.613136627241341,26.5646882086127,3.963873199350427
3,4,14,RBF,EI,3.1622776601683795,10.0,0.1,0.7606257326368695,0.39813160278248994,0.36249412985437957,27.021201919728192,3.7548373759827114
3,5,15,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.02191660819636,3.7345646960390537
3,6,16,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.015348894998233,3.6790987171437832
3,7,17,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.033819969385185,3.3586878512539493
3,8,18,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.03749164852183,3.3252053252555145
3,9,19,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.073806735908065,3.2956542888970284
3,10,20,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.756363698321817,3.0607294488391017
3,11,21,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.714346709835628,2.9283769858364352
3,12,22,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.77415025008951,2.893097544352416
3,13,23,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.753023464665173,2.870565620237361
3,14,24,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.65838116438424,2.803592171810243
3,15,25,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.64420362768537,2.7967847462076407
3,16,26,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.051998075304123,2.7120336363532815
3,17,27,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.049917336092673,2.7039541559637232
3,18,28,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.078060573137627,2.696449531892408
3,19,29,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.056461211470324,2.6850248990445187
3,20,30,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.065949847094796,2.676258728698657
3,21,31,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.067465466135136,2.4952564560858415
3,22,32,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.031285834677977,2.4893548008695663
3,23,33,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,26.02961683991356,2.4327034784817236
3,24,34,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,22.525691740507867,2.3095338032905346
3,25,35,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,22.058718085562838,2.1382634516359693
3,26,36,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,22.045915053644396,2.0885292351714946
3,27,37,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,21.983285090059525,2.081280458876504
3,28,38,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,21.909520712919097,2.0704976546155205
3,29,39,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,21.864645856944026,2.063664787188827
3,30,40,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,21.873289583796517,2.061439837457869
4,0,10,RBF,EI,3.1622776601683795,10.0,0.1,2.738989219870424,0.39813160278248994,2.3408576170879343,49.95674186434657,5.462240737550957
4,1,11,RBF,EI,3.1622776601683795,10.0,0.1,2.738989219870424,0.39813160278248994,2.3408576170879343,39.580443976294696,5.1984380140110344
4,2,12,RBF,EI,3.1622776601683795,10.0,0.1,2.738989219870424,0.39813160278248994,2.3408576170879343,39.460668181973354,4.77264389914868
4,3,13,RBF,EI,3.1622776601683795,10.0,0.1,2.738989219870424,0.39813160278248994,2.3408576170879343,38.895642697854484,4.394866893607729
4,4,14,RBF,EI,3.1622776601683795,10.0,0.1,2.557849320348663,0.39813160278248994,2.1597177175661733,38.970638430721934,4.289168570640415
4,5,15,RBF,EI,3.1622776601683795,10.0,0.1,2.557849320348663,0.39813160278248994,2.1597177175661733,39.141498612558244,4.233702147967417
4,6,16,RBF,EI,3.1622776601683795,10.0,0.1,2.557849320348663,0.39813160278248994,2.1597177175661733,38.88455326783079,4.194040247956842
4,7,17,RBF,EI,3.1622776601683795,10.0,0.1,2.454109742065781,0.39813160278248994,2.055978139283291,39.06934345056761,4.135565624562243
4,8,18,RBF,EI,3.1622776601683795,10.0,0.1,2.454109742065781,0.39813160278248994,2.055978139283291,39.094778061204785,3.9779575366200413
4,9,19,RBF,EI,3.1622776601683795,10.0,0.1,2.454109742065781,0.39813160278248994,2.055978139283291,37.403061498060794,3.553031359064967
4,10,20,RBF,EI,3.1622776601683795,10.0,0.1,2.454109742065781,0.39813160278248994,2.055978139283291,38.5912724990487,3.435490598196003
4,11,21,RBF,EI,3.1622776601683795,10.0,0.1,1.275763882010283,0.39813160278248994,0.8776322792277931,38.502480902156385,3.3313924206545074
4,12,22,RBF,EI,3.1622776601683795,10.0,0.1,0.6651922461875159,0.39813160278248994,0.267060643405026,38.51759809938917,3.31975372931118
4,13,23,RBF,EI,3.1622776601683795,10.0,0.1,0.6651922461875159,0.39813160278248994,0.267060643405026,35.18841548221341,3.1233439900009663
4,14,24,RBF,EI,3.1622776601683795,10.0,0.1,0.6651922461875159,0.39813160278248994,0.267060643405026,35.16573556667405,2.9278845362893517
4,15,25,RBF,EI,3.1622776601683795,10.0,0.1,0.6651922461875159,0.39813160278248994,0.267060643405026,35.08396807546993,2.599628877764808
4,16,26,RBF,EI,3.1622776601683795,10.0,0.1,0.6651922461875159,0.39813160278248994,0.267060643405026,35.31042653078036,2.538553740514606
4,17,27,RBF,EI,3.1622776601683795,10.0,0.1,0.6651922461875159,0.39813160278248994,0.267060643405026,35.33501683437322,2.463822563401045
4,18,28,RBF,EI,3.1622776601683795,10.0,0.1,0.5538162243117544,0.39813160278248994,0.15568462152926443,35.302324068741484,2.458128242912255
4,19,29,RBF,EI,3.1622776601683795,10.0,0.1,0.46706594558690995,0.39813160278248994,0.06893434280442001,35.59341468720461,2.379419776745897
4,20,30,RBF,EI,3.1622776601683795,10.0,0.1,0.46706594558690995,0.39813160278248994,0.06893434280442001,35.51207689600083,2.3641408940698123
4,21,31,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,35.31047379682505,2.3477437573477924
4,22,32,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,35.131885761973365,2.3093375200411064
4,23,33,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,35.120704712707436,2.3085141145088373
4,24,34,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.56456464360499,2.2142041684156846
4,25,35,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.56050728395006,2.208456015687339
4,26,36,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.579671008535996,2.2028840624478283
4,27,37,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.6192592784372,2.1981253455738257
4,28,38,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.68581416784694,2.1902323258882572
4,29,39,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.81512876314389,2.1827521686511044
4,30,40,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,33.842806842263506,2.1790820660230215
5,0,10,RBF,EI,3.1622776601683795,10.0,0.1,3.9859790690677297,0.39813160278248994,3.5878474662852398,35.6951014723167,5.1909122688082565
5,1,11,RBF,EI,3.1622776601683795,10.0,0.1,3.9859790690677297,0.39813160278248994,3.5878474662852398,34.46719619518059,5.121708696196017
5,2,12,RBF,EI,3.1622776601683795,10.0,0.1,3.9859790690677297,0.39813160278248994,3.5878474662852398,34.4598583713028,4.928271266867673
5,3,13,RBF,EI,3.1622776601683795,10.0,0.1,3.9859790690677297,0.39813160278248994,3.5878474662852398,35.01359342990744,4.871351353708932
5,4,14,RBF,EI,3.1622776601683795,10.0,0.1,3.9859790690677297,0.39813160278248994,3.5878474662852398,33.77445245822151,4.626708672212803
5,5,15,RBF,EI,3.1622776601683795,10.0,0.1,2.2669472958526766,0.39813160278248994,1.8688156930701867,33.64212510824894,4.284551555205851
5,6,16,RBF,EI,3.1622776601683795,10.0,0.1,2.006402102070446,0.39813160278248994,1.608270499287956,33.66764808499363,4.176324213091838
5,7,17,RBF,EI,3.1622776601683795,10.0,0.1,2.006402102070446,0.39813160278248994,1.608270499287956,33.36373407890165,3.896874832960584
5,8,18,RBF,EI,3.1622776601683795,10.0,0.1,2.006402102070446,0.39813160278248994,1.608270499287956,33.43526860050822,3.6811046549964477
5,9,19,RBF,EI,3.1622776601683795,10.0,0.1,2.006402102070446,0.39813160278248994,1.608270499287956,33.20359892183175,3.4262176754018947
5,10,20,RBF,EI,3.1622776601683795,10.0,0.1,2.006402102070446,0.39813160278248994,1.608270499287956,30.970344871291857,3.22786127025718
5,11,21,RBF,EI,3.1622776601683795,10.0,0.1,0.9262256511500482,0.39813160278248994,0.5280940483675582,30.95490740484122,3.1341480193330478
5,12,22,RBF,EI,3.1622776601683795,10.0,0.1,0.9262256511500482,0.39813160278248994,0.5280940483675582,30.64776856940825,3.0662879948087287
5,13,23,RBF,EI,3.1622776601683795,10.0,0.1,0.7242990114807721,0.39813160278248994,0.3261674086982822,30.64588811217489,3.04996529128565
5,14,24,RBF,EI,3.1622776601683795,10.0,0.1,0.7242990114807721,0.39813160278248994,0.3261674086982822,30.645866084800872,3.049584867106421
5,15,25,RBF,EI,3.1622776601683795,10.0,0.1,0.7242990114807721,0.39813160278248994,0.3261674086982822,30.64203655552661,3.0437228167465396
5,16,26,RBF,EI,3.1622776601683795,10.0,0.1,0.7242990114807721,0.39813160278248994,0.3261674086982822,30.484028790427725,2.987043279150036
5,17,27,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,30.1495930856017,2.9185885245376406
5,18,28,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,28.011499602295384,2.81405220947356
5,19,29,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.973196288912696,2.680669673313924
5,20,30,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.91975799611025,2.6711574976077492
5,21,31,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.861313056949587,2.6597510143959555
5,22,32,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.823907985156566,2.6510153137960657
5,23,33,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.652608741951685,2.607731981098954
5,24,34,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.644734635646593,2.6042084955012657
5,25,35,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.700758677239307,2.59319582882636
5,26,36,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.628531951208483,2.5823848210256766
5,27,37,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.607733736251777,2.560689687191904
5,28,38,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.70986820468624,2.5458163488320773
5,29,39,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.80244981161926,2.5205023972562444
5,30,40,RBF,EI,3.1622776601683795,10.0,0.1,0.39813160278248994,0.39813160278248994,0.0,27.860015995422724,2.5030800598146166
6,0,10,RBF,EI,3.1622776601683795,10.0,0.1,8.37060435037839,0.39813160278248994,7.9724727475959,37.32558479719645,5.386458194914618
6,1,11,RBF,EI,3.1622776601683795,10.0,0.1,8.37060435037839,0.39813160278248994,7.9724727475959,37.35249432624737,5.200791105114801
6,2,12,RBF,EI,3.1622776601683795,10.0,0.1,5.057689209878946,0.39813160278248994,4.659557607096456,37.35903590452109,5.029449968085495
6,3,13,RBF,EI,3.1622776601683795,10.0,0.1,5.057689209878946,0.39813160278248994,4.659557607096456,35.00437204094415,4.472650544714686
6,4,14,RBF,EI,3.1622776601683795,10.0,0.1,1.9945024840562464,0.39813160278248994,1.5963708812737565,34.896945519562784,4.132484986961643
6,5,15,RBF,EI,3.1622776601683795,10.0,0.1,1.9945024840562464,0.39813160278248994,1.5963708812737565,34.934585591602364,3.9496470940541744
6,6,16,RBF,EI,3.1622776601683795,10.0,0.1,1.9945024840562464,0.39813160278248994,1.5963708812737565,38.4895198098852,3.7544744978973297
6,7,17,RBF,EI,3.1622776601683795,10.0,0.1,1.9945024840562464,0.39813160278248994,1.5963708812737565,36.03363505872168,3.549456061110109
6,8,18,RBF,EI,3.1622776601683795,10.0,0.1,1.9945024840562464,0.39813160278248994,1.5963708812737565,36.05264825378208,3.4362701400637614
6,9,19,RBF,EI,3.1622776601683795,10.0,0.1,1.9945024840562464,0.39813160278248994,1.5963708812737565,35.581251506628384,3.285873310441291
